VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
5NPEU46F16H105414,2006,White,4 Door,6 Cylinder,SONATA                   ,93003,Accurate,HYUNDAI,Passenger,491,Full-size,3.3L,Gasoline,Automatic,491,3745
1B3CB1HA3BD111133,2011,Black,4 Door,4 Cylinder,CALIBER EXPRESS          ,120460,Accurate,DODGE,Passenger,474,Mid-size,2.0L,Gasoline,Automatic,474,4750
1FMZK05105GA23436,2005,White,Van,6 Cylinder,FREESTYLE SEL            ,118083,Accurate,FORD,Truck,300,Van,3.0L,Gasoline,Automatic,300,4075
1GNDT13S752101132,2005,RED,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,103058,Accurate,CHEVROLET,Truck,385,SUV,4.2L,Gasoline,Automatic,385,5700
5LMFU28R33LJ08217,2003,White,SUV,8 Cylinder,NAVIGATOR                ,100000,Accurate,LINCOLN,Truck,441,SUV,5.4L,Gasoline,Automatic,441,4388
KNAFE121965276323,2006,Blue,4 Door,4 Cylinder,NEW SPECTRA LX/EX        ,114969.25,Accurate,KIA,Passenger,74,Compact,2.0L,Gasoline,Automatic,74,4870
3GNBABDB4AS600096,2010,Gray,SUV,4 Cylinder,HHR LT                   ,90191,Accurate,CHEVROLET,Truck,329,Mid-size,2.2L,Flex - Fuel,Automatic,329,6450
2G1WF5EK7B1152292,2011,White,4 Door,6 Cylinder,IMPALA LS                ,108654,Accurate,CHEVROLET,Passenger,382,Full-size,3.5L,Flex - Fuel,Automatic,382,6500
1C3LC56R98N170190,2008,Silver,4 Door,6 Cylinder,SEBRING                  ,113280,Accurate,CHRYSLER,Passenger,425,Mid-size,2.7L,Gasoline,Automatic,425,3900
1FAHP37N27W339938,2007,Black,4 Door,4 Cylinder,FOCUS                    ,96112,Accurate,FORD,Passenger,306,Compact,2.0L,Gasoline,Automatic,306,4800
KMHCN4AC6AU417322,2010,White,4 Door,4 Cylinder,ACCENT GLS               ,77188.33333,Accurate,HYUNDAI,Passenger,199,Compact,1.6L,Gasoline,Automatic,199,4700
1MEFM50U34G612252,2004,Silver,4 Door,6 Cylinder,SABLE GS                 ,79224,Inaccurate,MERCURY,Passenger,67,Mid-size,3.0L,Gasoline,Automatic,67,4700
5NPEU46F46H025508,2006,Gray,4 Door,6 Cylinder,SONATA                   ,144892,Accurate,HYUNDAI,Passenger,434,Full-size,3.3L,Gasoline,Automatic,434,4600
2CNDL13F566206649,2006,Black,SUV,6 Cylinder,EQUINOX LS               ,90699,Accurate,CHEVROLET,Truck,308,SUV,3.4L,Gasoline,Automatic,308,6090
4M2YU81197KJ00569,2007,Silver,SUV,6 Cylinder,MARINER                  ,111475,Accurate,MERCURY,Truck,533,SUV,3.0L,Gasoline,Automatic,533,5300
1FMYU03172KD14078,2002,SILVER,SUV,6 Cylinder,ESCAPE XLT               ,100407,Accurate,FORD,Truck,85,SUV,3.0L,Gasoline,Automatic,85,4900
2G1WT58K479315462,2007,Brown,4 Door,6 Cylinder,IMPALA LT                ,102968,Accurate,CHEVROLET,Passenger,79,Full-size,3.5L,Flex - Fuel,Automatic,79,5700
1G2ZG57B384266953,2008,Silver,4 Door,4 Cylinder,G6/SE                    ,98403,Accurate,PONTIAC,Passenger,488,Mid-size,2.4L,Gasoline,Automatic,488,5400
1G4HP57226U199908,2006,Silver,4 Door,6 Cylinder,LUCERNE,133216,Accurate,BUICK,Passenger,488,Full-size,3.8L,Gasoline,Automatic,488,3500
1G2NF52E94C116011,2004,Gray,4 Door,6 Cylinder,GRAND AM SE1             ,98245.25,Accurate,PONTIAC,Passenger,81,Mid-size,3.4L,Gasoline,Automatic,81,4500
2C3AA63H65H137084,2005,Gray,4 Door,8 Cylinder,300C,93366,Accurate,CHRYSLER,Passenger,9,Full-size,5.7L,Gasoline,Automatic,9,5630
2CKDL33F596200413,2009,Maroon,SUV,6 Cylinder,TORRENT                  ,94913,Accurate,PONTIAC,Truck,533,SUV,3.4L,Gasoline,Automatic,533,5800
4T1BE32K56U723530,2006,White,4 Door,4 Cylinder,CAMRY LE/XLE/SE          ,114333,Accurate,TOYOTA,Passenger,472,Mid-size,2.4L,Gasoline,Automatic,472,6000
3FAHP0HA0BR213017,2011,Burgundy,4 Door,4 Cylinder,FUSION,125850,Accurate,FORD,Passenger,539,Mid-size,2.5L,Gasoline,Automatic,539,4025
2CNDL63F356190169,2005,White,SUV,6 Cylinder,EQUINOX LT               ,106460,Accurate,CHEVROLET,Truck,291,SUV,3.4L,Gasoline,Automatic,291,6500
1FMCU0DG9AKB31826,2010,Tan,SUV,6 Cylinder,ESCAPE,125579,Accurate,FORD,Truck,439,SUV,3.0L,Flex - Fuel,Automatic,439,4240
1FMZU83K94ZA92374,2004,SILVER,SUV,6 Cylinder,EXPLORER XLT/XLT SPORT   ,110392,Accurate,FORD,Truck,315,SUV,4.0L,Flex - Fuel,Automatic,315,5400
1FTYR11U87PA07733,2007,White,Truck,6 Cylinder,RANGER                   ,109462.3333,Accurate,FORD,Truck,117,Compact Truck,3.0L,Gasoline,Automatic,117,5900
1G1JC52F547212215,2004,Silver,4 Door,4 Cylinder,CAVALIER                 ,66301,Accurate,CHEVROLET,Passenger,214,Compact,2.2L,Gasoline,Automatic,214,3600
KMHWF25S54A080115,2004,Red,4 Door,4 Cylinder,SONATA GL                ,94032,Accurate,HYUNDAI,Passenger,481,Full-size,2.4L,Gasoline,Automatic,481,4500
2C8GF68454R148582,2004,BLACK,SUV,6 Cylinder,PACIFICA                 ,120000,Accurate,CHRYSLER,Truck,411,SUV,3.5L,Gasoline,Automatic,411,5000
2D8HN44E09R538381,2009,Green,Van,6 Cylinder,GRAND CARAVAN SE         ,135174,Accurate,DODGE,Truck,461,Van,3.3L,Flex - Fuel,Automatic,461,5800
1FAFP34N47W293167,2007,Red,4 Door,4 Cylinder,FOCUS                    ,110110,Accurate,FORD,Passenger,394,Compact,2.0L,Gasoline,Automatic,394,4500
2G1WB5EN3A1217336,2010,White,4 Door,6 Cylinder,IMPALA LT                ,108278,Accurate,CHEVROLET,Passenger,483,Full-size,3.5L,Gasoline,Automatic,483,5740
1FAHP36N37W163984,2007,Silver,4 Door,4 Cylinder,FOCUS                    ,124305,Accurate,FORD,Passenger,228,Compact,2.0L,Gasoline,Automatic,228,2610
KNAFG525777073165,2007,Burgundy,4 Door,4 Cylinder,RONDO/LX/EX              ,76257,Accurate,KIA,Passenger,329,Van,2.4L,Gasoline,Automatic,329,6400
1G1AL58F187285935,2008,Silver,4 Door,4 Cylinder,COBALT LT                ,115793,Accurate,CHEVROLET,Passenger,493,Compact,2.2L,Gasoline,Automatic,493,4800
1J8GL48K46W157614,2006,Black,SUV,6 Cylinder,LIBERTY SPORT            ,104493.6667,Accurate,JEEP,Truck,81,SUV,3.7L,Gasoline,Automatic,81,5900
1D4GP24R05B384309,2005,Blue,Van,6 Cylinder,GRAND CARAVAN SE         ,119919,Accurate,DODGE,Truck,34,Van,3.3L,Gasoline,Automatic,34,4850
1FMYU03197KA10029,2007,BROWN,SUV,6 Cylinder,ESCAPE XLT               ,113470,Accurate,FORD,Truck,77,SUV,3.0L,Gasoline,Automatic,77,5300
2CNDL23F596235157,2009,Gray,SUV,6 Cylinder,EQUINOX,115202,Accurate,CHEVROLET,Truck,429,SUV,3.4L,Gasoline,Automatic,429,4390
KNAGG4A87A5378565,2010,Brown,4 Door,4 Cylinder,OPTIMA                   ,119542.5,Inaccurate,KIA,Passenger,508,Mid-size,2.4L,Gasoline,Automatic,508,4715
JM1BL1SF8A1287512,2010,Gray,4 Door,4 Cylinder,3,105592,Accurate,MAZDA,Passenger,37,Compact,2.0L,Gasoline,Automatic,37,5275
1G1AL58F487345156,2008,Black,4 Door,4 Cylinder,COBALT LT                ,93529,Accurate,CHEVROLET,Passenger,434,Compact,2.2L,Gasoline,Automatic,434,5415
3A4FY58B66T204281,2006,White,Van,4 Cylinder,PT CRUISER TOURINGEDITION,111115,Accurate,CHRYSLER,Truck,148,Mid-size,2.4L,Gasoline,Automatic,148,4500
KMHWF35H74A962624,2004,White,4 Door,6 Cylinder,SONATA GLS/LX            ,81674.66667,Accurate,HYUNDAI,Passenger,370,Full-size,2.7L,Gasoline,Automatic,370,5000
1G1ZT61886F101808,2006,Gray,4 Door,6 Cylinder,MALIBU MAXX LT           ,121588,Accurate,CHEVROLET,Passenger,386,Mid-size,3.5L,Gasoline,Automatic,386,4945
4F2YZ02Z76KM22381,2006,BLACK,SUV,4 Cylinder,TRIBUTE I                ,121409,Accurate,MAZDA,Truck,385,SUV,2.3L,Gasoline,Automatic,385,4000
2G4WC582371170108,2007,Burgundy,4 Door,6 Cylinder,LACROSSE                 ,100510,Accurate,BUICK,Passenger,188,Full-size,3.8L,Gasoline,Automatic,188,5800
1D7HE48K96S573564,2006,Blue,Truck,6 Cylinder,DAKOTA                   ,141760,Accurate,DODGE,Truck,475,Compact Truck,3.7L,Gasoline,6-Speed,475,5960
3GNDA23D66S540521,2006,Black,Van,4 Cylinder,HHR LT                   ,125849.3333,Accurate,CHEVROLET,Truck,38,Mid-size,2.2L,Gasoline,Automatic,38,3975
2G4WF532251309964,2005,Blue,4 Door,6 Cylinder,ALLURE CX                ,114545.8333,Accurate,BUICK,Passenger,434,,3.8L,Gasoline,Automatic,434,7895
1J4GL48KX4W131730,2004,Silver,SUV,6 Cylinder,LIBERTY,118477,Accurate,JEEP,Truck,528,SUV,3.7L,Gasoline,Automatic,528,3930
1FMZU73K54ZB13358,2004,Blue,SUV,6 Cylinder,EXPLORER XLT/XLT SPT/NBX ,95513,Accurate,FORD,Truck,454,SUV,4.0L,Flex - Fuel,Automatic,454,4800
1FAFP34N86W237439,2006,Gold,4 Door,4 Cylinder,FOCUS ZX4                ,100322,Accurate,FORD,Passenger,451,Compact,2.0L,Gasoline,Automatic,451,3640
2HGFA16577H314266,2007,Black,4 Door,4 Cylinder,CIVIC                    ,111907,Accurate,HONDA,Passenger,378,Compact,1.8L,Gasoline,Automatic,378,3755
2D4GP44L96R841497,2006,Tan,Van,6 Cylinder,GRAND CARAVAN SXT        ,124631,Accurate,DODGE,Truck,151,Van,3.8L,Gasoline,Automatic,151,4700
2C3AA63H95H178888,2005,White,4 Door,8 Cylinder,300C                     ,125908,Accurate,CHRYSLER,Passenger,119,Full-size,5.7L,Gasoline,Automatic,119,7000
2G1WB58N181358315,2008,Brown,4 Door,6 Cylinder,IMPALA                   ,109650,Accurate,CHEVROLET,Passenger,87,Full-size,3.5L,Gasoline,Automatic,87,5685
3FAHP07158R154671,2008,Black,4 Door,6 Cylinder,FUSION,108040,Accurate,FORD,Passenger,405,Mid-size,3.0L,Gasoline,Automatic,405,5225
JM1BK143761475628,2006,Gray,4 Door,4 Cylinder,MAZDA3                   ,103682,Accurate,MAZDA,Passenger,345,Compact,2.3L,Gasoline,5-Speed,345,4890
1G4HD57296U226014,2006,Silver,4 Door,6 Cylinder,LUCERNE,94504,Accurate,BUICK,Passenger,61,Full-size,3.8L,Gasoline,Automatic,61,4080
1J8FT47W28D709562,2008,Red,SUV,4 Cylinder,COMPASS SPORT            ,104610,Inaccurate,JEEP,Truck,437,SUV,2.4L,Gasoline,Automatic,437,4930
3N1CB51D46L516740,2006,Blue,4 Door,4 Cylinder,SENTRA 1.8/1.8S          ,93300,Accurate,NISSAN,Passenger,119,Compact,1.8L,Gasoline,Automatic,119,5300
1D4GP24R47B170961,2007,Gray,Van,6 Cylinder,GRAND CARAVAN SE         ,94633,Accurate,DODGE,Truck,323,Van,3.3L,Gasoline,Automatic,323,5145
1FMCU03168KB06549,2008,Blue,SUV,6 Cylinder,ESCAPE,82748,Accurate,FORD,Truck,425,SUV,3.0L,Gasoline,Automatic,425,4800
1G2ZG558164247421,2006,Green,4 Door,6 Cylinder,G6 SE 1                  ,118832,Accurate,PONTIAC,Passenger,441,Mid-size,3.5L,Gasoline,Automatic,441,5330
2CNDL63F856164084,2005,Silver,SUV,6 Cylinder,EQUINOX LT               ,106087,Accurate,CHEVROLET,Truck,434,SUV,3.4L,Gasoline,Automatic,434,5790
1G2ZJ57BX94247948,2009,Gold,4 Door,4 Cylinder,G6                       ,93909,Accurate,PONTIAC,Passenger,382,Mid-size,2.4L,Gasoline,Automatic,382,5700
2CNALBEC7B6427014,2011,Silver,SUV,4 Cylinder,EQUINOX,167519,Accurate,CHEVROLET,Truck,450,SUV,2.4L,Gasoline,Automatic,450,4400
1G4PP5SK5E4104842,2014,RED,4 Door,4 Cylinder,VERANO                   ,123255,Accurate,BUICK,Passenger,404,Mid-size,2.4L,Flex - Fuel,Automatic,404,7500
1G1AK18F787323910,2008,Black,2 Door,4 Cylinder,COBALT LS                ,104978,Accurate,CHEVROLET,Passenger,364,Compact,2.2L,Gasoline,Automatic,364,5000
1FMCU9DG4AKA69823,2010,Blue,SUV,6 Cylinder,ESCAPE,109284,Accurate,FORD,Truck,551,SUV,3.0L,Flex - Fuel,Automatic,551,6480
3A8FY68B76T261089,2006,Blue,Van,4 Cylinder,PT CRUISER LIMITED       ,98001,Accurate,CHRYSLER,Truck,185,Mid-size,2.4L,Gasoline,Automatic,185,4000
4T1BE46K17U154130,2007,Gray,4 Door,4 Cylinder,CAMRY NEW GENERATION,93809,Accurate,TOYOTA,Passenger,199,Mid-size,2.4L,Gasoline,Automatic,199,6125
1G4HP52K334144743,2003,Gold,4 Door,6 Cylinder,LESABRE CUSTOM           ,56948,Accurate,BUICK,Passenger,370,Full-size,3.8L,Gasoline,Automatic,370,4200
2D8HN44H48R660525,2008,Red,Van,6 Cylinder,GRAND CARAVAN,59020,Accurate,DODGE,Truck,374,Van,3.3L,Flex - Fuel,Automatic,374,6445
4B3AG42G54E119026,2004,Gray,2 Door,4 Cylinder,STRATUS SXT              ,91626.33333,Accurate,DODGE,Passenger,362,Mid-size,2.4L,Gasoline,Automatic,362,4800
2G1WT55K579109488,2007,White,4 Door,6 Cylinder,IMPALA LT                ,124997,Accurate,CHEVROLET,Passenger,440,Full-size,3.5L,Flex - Fuel,Automatic,440,5650
1J4PP2GK4BW521665,2011,Green,SUV,6 Cylinder,LIBERTY,115836,Accurate,JEEP,Truck,539,SUV,3.7L,Gasoline,Automatic,539,5725
3FADP4BJXDM166870,2013,Silver,4 Door,4 Cylinder,FIESTA,55086,Accurate,FORD,Passenger,461,Compact,1.6L,Gasoline,Automatic,461,5300
1G4HP572684154862,2008,Gold,4 Door,6 Cylinder,LUCERNE,104765,Accurate,BUICK,Passenger,539,Full-size,3.8L,Gasoline,Automatic,539,5475
3C4FY48B84T303083,2004,Blue,Van,4 Cylinder,PT CRUISER               ,100933,Accurate,CHRYSLER,Truck,405,Mid-size,2.4L,Gasoline,Automatic,405,4600
KMHDN46D05U021317,2005,Silver,4 Door,4 Cylinder,ELANTRA GLS/GT           ,61224,Accurate,HYUNDAI,Passenger,329,Mid-size,2.0L,Gasoline,Automatic,329,5725
1GNDV33117D154011,2007,Maroon,Van,6 Cylinder,UPLANDER                 ,53819,Accurate,CHEVROLET,Truck,318,Van,3.9L,Gasoline,Automatic,318,5360
KMHDN45D43U593828,2003,Silver,4 Door,4 Cylinder,ELANTRA GLS/GT           ,118089,Accurate,HYUNDAI,Passenger,388,Mid-size,2.0L,Gasoline,Automatic,388,3900
1NXBR32E75Z380894,2005,Gray,4 Door,4 Cylinder,COROLLA                  ,124279.6667,Accurate,TOYOTA,Passenger,472,Compact,1.8L,Gasoline,Automatic,472,3900
1G2AL15F377349903,2007,Blue,2 Door,4 Cylinder,G5                       ,117172,Accurate,PONTIAC,Passenger,466,Compact,2.2L,Gasoline,Automatic,466,3950
JM1DE1HY9B0104749,2011,Gray,2 Door,4 Cylinder,MAZDA2                   ,75375,Accurate,MAZDA,Passenger,533,Mid-size,1.5L,Gasoline,Automatic,533,5500
3A4FY58B97T616874,2007,Red,Van,4 Cylinder,PT CRUISER TOURING ED    ,50805,Accurate,CHRYSLER,Truck,140,Mid-size,2.4L,Gasoline,Automatic,140,4245
3FAHP0HA6AR338294,2010,White,4 Door,4 Cylinder,FUSION,155020.3333,Accurate,FORD,Passenger,62,Mid-size,2.5L,Gasoline,Automatic,62,2500
1G1ZT53886F134329,2006,Green,4 Door,6 Cylinder,MALIBU LT                ,100039,Accurate,CHEVROLET,Passenger,291,Mid-size,3.5L,Gasoline,Automatic,291,5100
1G1ND52J13M551508,2003,Gold,4 Door,6 Cylinder,MALIBU                   ,125414.2,Accurate,CHEVROLET,Passenger,261,Mid-size,3.1L,Gasoline,Automatic,261,3280
2D4GP44L97R164825,2007,Blue,Van,6 Cylinder,GRAND CARAVAN SXT        ,114608,Accurate,DODGE,Truck,400,Van,3.8L,Gasoline,Automatic,400,4950
1G8ZS57N17F294543,2007,White,4 Door,6 Cylinder,AURA,88175,Accurate,SATURN,Passenger,199,Full-size,3.5L,Gasoline,Automatic,199,5300
2HGFG12837H510980,2007,Blue,2 Door,4 Cylinder,CIVIC                    ,118424,Accurate,HONDA,Passenger,362,Compact,1.8L,Gasoline,Automatic,362,3089
KNAFG529397284997,2009,Blue,4 Door,4 Cylinder,RONDO,112983,Accurate,KIA,Passenger,228,Van,2.4L,Gasoline,Automatic,228,4500
1G2ZG57B384255533,2008,Gray,4 Door,4 Cylinder,G6/SE                    ,107503,Accurate,PONTIAC,Passenger,374,Mid-size,2.4L,Gasoline,Automatic,374,4800
1HGCP2F34AA036017,2010,Gold,4 Door,4 Cylinder,ACCORD                   ,141826,Accurate,HONDA,Passenger,378,Mid-size,2.4L,Gasoline,Automatic,378,5850
2B3KA43D69H553161,2009,Charcoal,4 Door,6 Cylinder,CHARGER                  ,109958,Accurate,DODGE,Passenger,62,Full-size,2.7L,Gasoline,Automatic,62,4500
KNAFE122085544834,2008,White,4 Door,4 Cylinder,SPECTRA EX/LX/SX         ,84992,Accurate,KIA,Passenger,228,Compact,2.0L,Gasoline,Automatic,228,4500
5GZCZ33D15S845551,2005,Blue,SUV,4 Cylinder,VUE                      ,110503.6667,Accurate,SATURN,Truck,404,SUV,2.2L,Gasoline,Automatic,404,5400
5GZDV03L15D243534,2005,BLUE,Van,6 Cylinder,RELAY 2                  ,117540,Accurate,SATURN,Truck,85,Van,3.5L,Gasoline,Automatic,85,4700
1GNDT13S042116313,2004,Blue,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,106797,Accurate,CHEVROLET,Truck,341,SUV,4.2L,Gasoline,Automatic,341,5400
1J4GL48K36W188421,2006,Silver,SUV,6 Cylinder,LIBERTY SPORT            ,90714,Accurate,JEEP,Truck,386,SUV,3.7L,Gasoline,Automatic,386,5300
1FAHP2DW0AG166784,2010,White,4 Door,6 Cylinder,TAURUS                   ,162849,Accurate,FORD,Passenger,323,Mid-size,3.5L,Gasoline,Automatic,323,5655
2g4wd532351299239,2005,Silver,4 Door,6 Cylinder,LACROSSE                 ,147547,Accurate,BUICK,Passenger,360,Full-size,3.8L,Gasoline,Automatic,360,2500
1G2ZF58B174268300,2007,Silver,4 Door,4 Cylinder,G6/VALUE LEADER          ,60415,Accurate,PONTIAC,Passenger,421,Mid-size,2.4L,Gasoline,Automatic,421,4145
5Y2SM67089Z478486,2009,White,2 Door,4 Cylinder,VIBE                     ,105389,Accurate,PONTIAC,Passenger,199,Mid-size,2.4L,Gasoline,Automatic,199,5000
1FTKR1ED2BPA67645,2011,WHITE,Truck,4 Cylinder,RANGER                   ,131048.6667,Accurate,FORD,Truck,76,Compact Truck,2.3L,Gasoline,Automatic,76,6730
2G4WC582971241439,2007,Aquamarine,4 Door,6 Cylinder,LACROSSE CX              ,113496,Accurate,BUICK,Passenger,370,Full-size,3.8L,Gasoline,Automatic,370,5600
4A32B3FF6CE017681,2012,Silver,4 Door,4 Cylinder,GALANT                   ,103401,Accurate,MITSUBISHI,Passenger,549,Mid-size,2.4L,Gasoline,Automatic,549,5900
4T4BE46KX9R118848,2009,Gray,4 Door,4 Cylinder,CAMRY                    ,103262,Accurate,TOYOTA,Passenger,9,Mid-size,2.4L,Gasoline,Automatic,9,5375
1GNDT13S172129558,2007,Black,SUV,6 Cylinder,TRAILBLAZER              ,136355,Accurate,CHEVROLET,Truck,80,SUV,4.2L,Gasoline,Automatic,80,5685
3N1BC1CP1AL356785,2010,Black,2 Door,4 Cylinder,VERSA,112681,Inaccurate,NISSAN,Passenger,502,Compact,1.8L,Gasoline,Automatic,502,2000
1G1ZU54874F110712,2004,Charcoal,4 Door,6 Cylinder,MALIBU LT                ,104954,Accurate,CHEVROLET,Passenger,215,Mid-size,3.5L,Gasoline,Automatic,215,4000
JA3AJ26E26U065089,2006,Gray,4 Door,4 Cylinder,LANCER ES                ,79243.33333,Accurate,MITSUBISHI,Passenger,493,Compact,2.0L,Gasoline,Automatic,493,4450
2G1WB5EK2A1157085,2010,Black,4 Door,6 Cylinder,IMPALA LT                ,129206,Accurate,CHEVROLET,Passenger,438,Full-size,3.5L,Flex - Fuel,Automatic,438,5250
2FMZA57615BA78283,2005,Silver,Van,6 Cylinder,FREESTAR SES             ,111125,Accurate,FORD,Truck,189,Van,3.9L,Gasoline,Automatic,189,3600
1G2ZF58BX74275679,2007,Gold,4 Door,4 Cylinder,G6                       ,162771,Accurate,PONTIAC,Passenger,500,Mid-size,2.4L,Gasoline,Automatic,500,4700
1G4HP52K934194952,2003,Silver,4 Door,6 Cylinder,LESABRE CUSTOM           ,117549,Accurate,BUICK,Passenger,388,Full-size,3.8L,Gasoline,Automatic,388,4200
KMHCM3AC0AU179478,2010,White,2 Door,4 Cylinder,ACCENT BLUE/GS           ,63405.53846,Accurate,HYUNDAI,Passenger,412,Compact,1.6L,Gasoline,Automatic,412,13455.82
1D8HN54PX8B142382,2008,Silver,Van,6 Cylinder,GRAND CARAVAN SXT        ,128621,Accurate,DODGE,Truck,378,Van,3.8L,Gasoline,Automatic,378,4720
2G1WT57K691213194,2009,Gold,4 Door,6 Cylinder,IMPALA                   ,72488,Accurate,CHEVROLET,Passenger,59,Full-size,3.5L,Flex - Fuel,Automatic,59,5345
5GZCZ33D66S881737,2006,Gray,SUV,4 Cylinder,VUE                      ,134182,Accurate,SATURN,Truck,148,SUV,2.2L,Gasoline,Automatic,148,4850
1G1AK55F367631665,2006,Gold,4 Door,4 Cylinder,COBALT LS LEVEL 2        ,115811,Accurate,CHEVROLET,Passenger,341,Compact,2.2L,Gasoline,Automatic,341,5400
1G4HP52K53U128334,2003,White,4 Door,6 Cylinder,LESABRE                  ,120555.6667,Accurate,BUICK,Passenger,406,Full-size,3.8L,Gasoline,Automatic,406,3850
1G1ZA5E10BF341412,2011,White,4 Door,4 Cylinder,MALIBU LS                ,95112.33333,Accurate,CHEVROLET,Passenger,76,Mid-size,2.4L,Gasoline,Automatic,76,8455
1YVHP80D645N25079,2004,Blue,4 Door,6 Cylinder,6S                       ,112514.6667,Accurate,MAZDA,Passenger,188,Full-size,3.0L,Gasoline,Automatic,188,4800
2CNDL13F866034889,2006,Red,SUV,6 Cylinder,EQUINOX LS               ,113043,Accurate,CHEVROLET,Truck,82,SUV,3.4L,Gasoline,Automatic,82,5600
2G1WA5EK0A1104517,2010,BLUE,4 Door,6 Cylinder,IMPALA LS                ,96149,Accurate,CHEVROLET,Passenger,74,Full-size,3.5L,Flex - Fuel,Automatic,74,7000
1N4AL2AP0AN412142,2010,Silver,4 Door,4 Cylinder,ALTIMA,117778,Accurate,NISSAN,Passenger,402,Mid-size,2.5L,Gasoline,Automatic,402,5275
1G2NF52E14C256635,2004,White,4 Door,6 Cylinder,GRAND AM SE1             ,106361,Accurate,PONTIAC,Passenger,391,Mid-size,3.4L,Gasoline,Automatic,391,4350
2CNDL13F966105081,2006,Gray,SUV,6 Cylinder,EQUINOX,111606,Accurate,CHEVROLET,Truck,61,SUV,3.4L,Gasoline,Automatic,61,4800
JTKDE3B71A0319996,2010,Silver,2 Door,4 Cylinder,SCION TC,110184,Accurate,TOYOTA,Passenger,315,Compact,2.4L,Gasoline,Automatic,315,5700
KNDMC233886056125,2008,Gray,Van,6 Cylinder,ENTOURAGE GLS/SE/LTD     ,129514,Accurate,HYUNDAI,Truck,421,Van,3.8L,Gasoline,Automatic,421,5445
KM8SB12B74U738198,2004,Silver,SUV,4 Cylinder,SANTA FE                 ,90566,Accurate,HYUNDAI,Truck,491,SUV,2.4L,Gasoline,Automatic,491,3450
JN8AS58V09W440892,2009,White,SUV,4 Cylinder,ROGUE,134566,Accurate,NISSAN,Truck,493,SUV,2.5L,Gasoline,Automatic,493,4175
1B3HB28B57D288357,2007,Blue,4 Door,4 Cylinder,CALIBER SE               ,99002,Accurate,DODGE,Passenger,119,Mid-size,2.0L,Gasoline,Automatic,119,5300
JA4MS31X17Z010576,2007,Blue,SUV,6 Cylinder,OUTLANDER,126111,Accurate,MITSUBISHI,Truck,521,SUV,3.0L,Gasoline,Automatic,521,4700
1GKDT13S852241073,2005,Silver,SUV,6 Cylinder,ENVOY                    ,99616,Accurate,GMC,Truck,306,SUV,4.2L,Gasoline,Automatic,306,6065
2C3KA53G96H458639,2006,White,4 Door,6 Cylinder,300 TOURING              ,93123,Inaccurate,CHRYSLER,Passenger,465,Full-size,3.5L,Gasoline,Automatic,465,7000
4A4JN2AS2BE035011,2011,White,SUV,6 Cylinder,ENDEAVOR                 ,102658,Accurate,MITSUBISHI,Truck,300,SUV,3.8L,Gasoline,Automatic,300,6315
1G11E5SL0EF131257,2014,Silver,4 Door,4 Cylinder,MALIBU                   ,100258,Accurate,CHEVROLET,Passenger,62,Mid-size,2.5L,Gasoline,Automatic,62,7000
1FAFP56245A219787,2005,Silver,4 Door,6 Cylinder,TAURUS SEL               ,97439,Accurate,FORD,Passenger,5,Mid-size,3.0L,Flex - Fuel,Automatic,5,8905
KMHHM66D48U291431,2008,Silver,2 Door,4 Cylinder,TIBURON GS               ,82784,Accurate,HYUNDAI,Passenger,77,Mid-size,2.0L,Gasoline,Automatic,77,5925
1C3LC56K97N663188,2007,Silver,4 Door,4 Cylinder,SEBRING                  ,115870,Accurate,CHRYSLER,Passenger,549,Mid-size,2.4L,Gasoline,Automatic,549,4500
1G6DW677960103709,2006,White,4 Door,6 Cylinder,STS                      ,71169,Accurate,CADILLAC,Passenger,62,Full-size,3.6L,Gasoline,Automatic,62,7100
2CKDL73FX66160428,2006,Gray,SUV,6 Cylinder,TORRENT                  ,79449,Accurate,PONTIAC,Truck,371,SUV,3.4L,Gasoline,Automatic,371,5600
1J4GR48K45C667297,2005,Silver,SUV,6 Cylinder,GRAND CHEROKEE           ,86838,Accurate,JEEP,Truck,405,SUV,3.7L,Gasoline,Automatic,405,6415
2G1WT58K269402307,2006,Blue,4 Door,6 Cylinder,IMPALA                   ,109796,Accurate,CHEVROLET,Passenger,215,Full-size,3.5L,Flex - Fuel,Automatic,215,3680
1B3LC46K48N628163,2008,Blue,4 Door,4 Cylinder,AVENGER SE               ,123733,Accurate,DODGE,Passenger,434,Mid-size,2.4L,Gasoline,Automatic,434,5700
1FAHP35N18W241701,2008,Blue,4 Door,4 Cylinder,FOCUS                    ,110829,Accurate,FORD,Passenger,292,Compact,2.0L,Gasoline,Automatic,292,3850
2G2WP552481144877,2008,Red,4 Door,6 Cylinder,GRAND PRIX               ,110668,Accurate,PONTIAC,Passenger,332,Full-size,3.8L,Gasoline,Automatic,332,5400
KNDMC233286052765,2008,Blue,Van,6 Cylinder,ENTOURAGE,96250,Accurate,HYUNDAI,Truck,474,Van,3.8L,Gasoline,Automatic,474,3600
